00100,北海道太平洋沿岸東部,ほっかいどうたいへいようえんがんとうぶ
00101,北海道太平洋沿岸中部,ほっかいどうたいへいようえんがんちゅうぶ
00102,北海道太平洋沿岸西部,ほっかいどうたいへいようえんがんせいぶ
00110,北海道日本海沿岸北部,ほっかいどうにほんかいえんがんほくぶ
00111,北海道日本海沿岸南部,ほっかいどうにほんかいえんがんなんぶ
00120,オホーツク海沿岸,おほーつくかいえんがん
00191,北海道太平洋沿岸,ほっかいどうたいへいようえんがん
00192,北海道日本海沿岸,ほっかいどうにほんかいえんがん
00193,オホーツク海沿岸,おほーつくかいえんがん
00200,青森県日本海沿岸,あおもりけんにほんかいえんがん
00201,青森県太平洋沿岸,あおもりけんたいへいようえんがん
00202,陸奥湾,むつわん
00210,岩手県,いわてけん
00220,宮城県,みやぎけん
00230,秋田県,あきたけん
00240,山形県,やまがたけん
00250,福島県,ふくしまけん
00281,青森県,あおもりけん
00291,東北地方太平洋沿岸,とうほくちほうたいへいようえんがん
00292,東北地方日本海沿岸,とうほくちほうにほんかいえんがん
00300,茨城県,いばらきけん
00310,千葉県九十九里・外房,ちばけんくじゅうくりそとぼう
00311,千葉県内房,ちばけんうちぼう
00312,東京湾内湾,とうきょうわんないわん
00320,伊豆諸島,いずしょとう
00321,小笠原諸島,おがさわらしょとう
00330,相模湾・三浦半島,さがみわんみうらはんとう
00340,新潟県上中下越,にいがたけんじょうちゅうかえつ
00341,佐渡,さど
00350,富山県,とやまけん
00360,石川県能登,いしかわけんのと
00361,石川県加賀,いしかわけんかが
00370,福井県,ふくいけん
00380,静岡県,しずおかけん
00390,愛知県外海,あいちけんそとうみ
00391,伊勢・三河湾,いせみかわわん
00400,三重県南部,みえけんなんぶ
00481,千葉県,ちばけん
00482,神奈川県,かながわけん
00483,新潟県,にいがたけん
00484,石川県,いしかわけん
00485,愛知県,あいちけん
00486,三重県,みえけん
00491,関東地方,かんとうちほう
00492,伊豆・小笠原諸島,いずおがさわらしょとう
00493,北陸地方,ほくりくちほう
00494,東海地方,とうかいちほう
00500,京都府,きょうとふ
00510,大阪府,おおさかふ
00520,兵庫県北部,ひょうごけんほくぶ
00521,兵庫県瀬戸内海沿岸,ひょうごけんせとないかいえんがん
00522,淡路島南部,あわじしまなんぶ
00530,和歌山県,わかやまけん
00540,鳥取県,とっとりけん
00550,島根県出雲・石見,しまねけんいずもいわみ
00551,隠岐,おき
00560,岡山県,おかやまけん
00570,広島県,ひろしまけん
00580,徳島県,とくしまけん
00590,香川県,かがわけん
00600,愛媛県宇和海沿岸,えひめけんうわかいえんがん
00601,愛媛県瀬戸内海沿岸,えひめけんせとないかいえんがん
00610,高知県,こうちけん
00681,兵庫県,ひょうごけん
00682,島根県,しまねけん
00683,愛媛県,えひめけん
00691,近畿四国太平洋沿岸,きんきしこくたいへいようえんがん
00692,近畿中国日本海沿岸,きんきちゅうごくにほんかいえんがん
00693,瀬戸内海沿岸,せとないかいえんがん
00700,山口県日本海沿岸,やまぐちけんにほんかいえんがん
00701,山口県瀬戸内海沿岸,やまぐちけんせとないかいえんがん
00710,福岡県瀬戸内海沿岸,ふくおかけんせとないかいえんがん
00711,福岡県日本海沿岸,ふくおかけんにほんかいえんがん
00712,有明・八代海,ありあけやつしろかい
00720,佐賀県北部,さがけんほくぶ
00730,長崎県西方,ながさきけんせいほう
00731,壱岐・対馬,いきつしま
00740,熊本県天草灘沿岸,くまもとけんあまくさなだえんがん
00750,大分県瀬戸内海沿岸,おおいたけんせとないかいえんがん
00751,大分県豊後水道沿岸,おおいたけんぶんごすいどうえんがん
00760,宮崎県,みやざきけん
00770,鹿児島県東部,かごしまけんとうぶ
00771,種子島・屋久島地方,たねがしまやくしまちほう
00772,奄美群島・トカラ列島,あまみぐんとうとかられっとう
00773,鹿児島県西部,かごしまけんせいぶ
00781,山口県,やまぐちけん
00782,福岡県,ふくおかけん
00783,佐賀県,さがけん
00784,長崎県,ながさきけん
00785,熊本県,くまもとけん
00786,大分県,おおいたけん
00787,鹿児島県,かごしまけん
00791,九州地方東部,きゅうしゅうちほうとうぶ
00792,九州地方西部,きゅうしゅうちほうせいぶ
00793,薩南諸島,さつなんしょとう
00800,沖縄本島地方,おきなわほんとうちほう
00801,大東島地方,だいとうじまちほう
00802,宮古島・八重山地方,みやこじまやえやまちほう
00891,沖縄県地方,おきなわけんちほう
00990,GPS波浪計,じーぴーえすはろうけい
